carat,cut,color,clarity,depth,table,x,y,z,price
0.93,Very Good,H,VS2,62.8,59.0,6.13,6.16,3.86,4351
0.26,Very Good,E,VS2,60.4,58.0,4.15,4.19,2.52,452
1.71,Ideal,I,VS2,60.5,56.0,7.71,7.73,4.67,11455
0.81,Ideal,F,SI2,62.1,57.0,5.91,5.95,3.68,2843
0.32,Very Good,H,VVS1,61.7,56.0,4.4,4.43,2.72,672
1.01,Premium,G,I1,59.4,61.0,6.51,6.45,3.85,3348
0.37,Premium,J,VS2,61.1,60.0,4.63,4.6,2.82,583
0.41,Ideal,F,VVS1,60.9,56.0,4.79,4.83,2.93,1295
1.45,Very Good,J,VS2,62.6,58.0,7.28,7.16,4.52,6980
1.5,Fair,H,SI1,68.0,59.0,7.12,6.82,4.76,6340
0.46,Very Good,E,VS2,58.9,59.4,5.05,5.1,2.99,1345
1.03,Ideal,I,SI1,60.7,60.0,6.5,6.55,3.96,4458
0.44,Ideal,E,VVS1,59.9,57.0,4.93,4.97,2.96,1438
0.26,Ideal,F,VS1,62.3,56.0,4.1,4.08,2.55,580
0.7,Good,F,SI1,58.7,61.0,5.77,5.81,3.4,2264
2.05,Premium,J,VS1,60.1,58.0,8.25,8.19,4.94,15067
0.31,Ideal,H,VS2,61.4,56.0,4.38,4.42,2.7,507
0.42,Premium,G,VVS1,59.8,58.0,4.85,4.88,2.91,1179
0.77,Premium,F,VS1,62.1,60.0,5.82,5.77,3.6,3343
0.8,Premium,I,VS2,62.9,61.0,5.84,5.77,3.65,2616
1.5,Very Good,D,VS1,61.2,63.0,7.28,7.32,4.47,16407
0.3,Ideal,E,VVS2,62.0,55.0,4.31,4.34,2.68,721
0.43,Ideal,I,VS2,62.0,55.0,4.84,4.87,3.01,716
1.05,Ideal,I,SI1,62.1,54.0,6.54,6.55,4.06,4679
1.51,Very Good,F,SI1,62.0,57.0,7.3,7.38,4.55,9150
0.91,Premium,H,VS2,59.9,62.0,6.33,6.26,3.77,4128
0.31,Premium,I,VS1,59.2,60.0,4.4,4.45,2.62,489
1.01,Premium,F,SI2,62.2,59.0,6.45,6.41,4.0,4497
0.7,Good,I,VS2,63.6,58.0,5.57,5.59,3.55,2010
0.55,Ideal,F,SI2,62.3,57.0,5.27,5.22,3.27,1263
1.01,Very Good,H,SI1,61.2,60.0,6.41,6.44,3.93,5433
0.7,Ideal,I,VS2,61.2,55.0,5.75,5.77,3.53,2249
0.31,Premium,G,VS1,60.8,61.0,4.35,4.33,2.64,802
0.4,Ideal,E,VVS1,62.8,57.0,4.71,4.65,2.94,1397
1.06,Premium,I,SI2,61.5,58.0,6.59,6.55,4.04,3847
0.35,Good,J,SI1,63.3,56.0,4.5,4.53,2.86,409
0.8,Ideal,G,SI2,62.1,57.0,5.95,6.03,3.72,2429
0.3,Ideal,G,SI1,62.0,55.0,4.28,4.3,2.66,545
0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,1087
0.9,Premium,I,VS1,60.7,58.0,6.3,6.19,3.79,3145
1.01,Premium,J,SI2,61.7,58.0,6.4,6.44,3.96,3499
0.43,Ideal,F,VVS1,62.1,55.0,4.85,4.81,3.0,1422
0.77,Premium,F,VS1,60.9,60.0,5.91,5.88,3.59,2859
1.23,Ideal,H,SI1,62.3,58.0,6.85,6.89,4.28,7313
0.91,Premium,I,SI2,60.2,59.0,6.29,6.24,3.77,2981
1.03,Ideal,G,SI1,60.5,55.0,6.59,6.54,3.97,5445
1.0,Premium,H,SI1,61.8,60.0,6.37,6.31,3.92,3991
0.27,Very Good,E,VS1,63.8,60.0,4.03,4.09,2.59,407
0.32,Very Good,E,SI1,62.2,58.0,4.36,4.39,2.72,561
0.9,Premium,H,SI1,62.1,61.0,6.11,6.07,3.78,3387
1.01,Ideal,F,SI2,60.6,57.0,6.49,6.55,3.95,4239
0.71,Very Good,E,VS2,63.7,54.0,5.65,5.66,3.6,2682
0.41,Ideal,F,VVS1,61.3,54.0,4.79,4.84,2.95,1196
1.03,Ideal,F,VS2,62.3,56.0,6.43,6.45,4.01,7392
0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,1207
0.75,Very Good,F,SI2,60.5,57.0,5.88,5.95,3.58,2274
0.7,Good,G,SI1,63.5,61.0,5.61,5.64,3.57,2074
0.62,Ideal,D,VS1,61.0,57.0,5.51,5.54,3.37,2562
1.02,Ideal,G,VS2,62.3,56.0,6.46,6.51,4.04,6796
1.11,Ideal,H,SI2,62.0,54.0,6.64,6.61,4.11,4662
0.32,Ideal,F,VVS1,61.4,56.0,4.4,4.43,2.71,912
0.42,Premium,G,VS1,60.5,59.0,4.83,4.79,2.91,984
1.0,Very Good,D,SI1,60.5,58.0,6.42,6.48,3.9,5755
1.04,Very Good,D,SI1,61.5,58.0,6.48,6.53,4.0,5605
1.3,Very Good,I,VS1,62.6,57.0,6.92,6.95,4.34,6819
1.29,Premium,I,VS1,63.0,57.0,6.99,6.89,4.37,6877
1.05,Good,E,SI2,63.2,59.0,6.36,6.43,4.04,4204
0.64,Ideal,H,SI1,61.7,55.0,5.54,5.57,3.43,1880
0.41,Ideal,G,VS2,62.5,56.0,4.75,4.72,2.96,1061
1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,4788
0.54,Premium,H,VVS2,60.6,60.0,5.29,5.31,3.21,1662
0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,676
0.4,Ideal,F,VVS2,62.4,56.0,4.74,4.72,2.95,1163
0.5,Fair,D,SI1,65.1,58.0,5.0,4.96,3.24,1323
0.3,Ideal,G,VVS2,62.7,57.0,4.32,4.26,2.69,878
0.32,Ideal,G,VVS1,62.3,56.0,4.38,4.41,2.73,796
0.71,Good,E,SI1,58.4,61.0,5.85,5.93,3.44,2573
1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,5280
2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,17570
1.56,Premium,F,SI2,58.8,59.0,7.76,7.61,4.52,7950
0.7,Very Good,G,VS1,62.3,58.0,5.63,5.67,3.52,2631
0.6,Very Good,E,VS1,63.2,56.0,5.39,5.3,3.38,2177
0.73,Good,I,SI2,63.7,57.0,5.76,5.67,3.63,1610
0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,816
0.85,Ideal,G,SI2,62.0,57.0,6.1,6.02,3.76,2913
1.01,Good,E,SI1,56.9,61.0,6.65,6.6,3.77,4928
0.53,Premium,F,VS2,61.4,60.0,5.21,5.18,3.19,1753
0.31,Premium,F,VS2,61.3,59.0,4.34,4.31,2.65,802
0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,4137
0.23,Very Good,F,VVS1,61.8,57.0,3.94,3.96,2.44,583
1.12,Ideal,H,VS2,61.8,55.0,6.7,6.64,4.12,6222
1.07,Ideal,H,I1,62.1,55.0,6.55,6.59,4.08,3412
0.3,Ideal,D,VS2,62.3,54.0,4.34,4.29,2.69,911
1.01,Premium,E,SI1,62.4,58.0,6.37,6.42,3.99,4399
1.08,Ideal,G,VS2,62.5,56.0,6.57,6.54,4.1,6530
0.7,Very Good,E,SI2,61.5,59.0,5.7,5.74,3.52,2464
2.1,Very Good,J,SI2,59.1,58.0,8.4,8.46,4.98,12381
0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,3170
0.71,Premium,I,SI2,60.3,58.0,5.72,5.78,3.47,1821
1.03,Very Good,D,SI1,60.5,61.0,6.43,6.47,3.9,5313
1.5,Premium,F,VS1,62.3,58.0,7.33,7.28,4.55,15291
1.31,Premium,D,VVS1,62.8,55.0,7.01,6.95,4.38,17496
1.23,Ideal,I,SI2,61.2,58.0,6.86,6.9,4.21,5315
0.31,Premium,D,IF,60.2,59.0,4.39,4.42,2.65,1167
0.55,Premium,G,VS2,60.3,62.0,5.33,5.29,3.2,1556
0.52,Ideal,D,VVS2,59.9,57.0,5.21,5.28,3.14,2217
0.34,Good,F,SI2,63.9,56.0,4.43,4.4,2.82,536
0.32,Very Good,G,SI1,62.0,58.5,4.36,4.41,2.72,540
0.4,Premium,D,SI2,61.9,58.0,4.71,4.73,2.92,666
0.38,Ideal,G,VS2,62.2,56.0,4.64,4.62,2.88,983
0.36,Premium,D,VS2,59.1,58.0,4.68,4.63,2.75,1094
0.7,Very Good,F,VS2,62.3,59.0,5.63,5.7,3.53,2744
0.38,Ideal,E,VS1,62.6,53.5,4.61,4.66,2.9,979
0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,790
0.31,Good,D,SI1,63.7,54.0,4.31,4.35,2.76,571
0.3,Ideal,F,VS2,62.1,55.0,4.31,4.26,2.66,776
1.5,Premium,F,VS1,62.3,58.0,7.28,7.33,4.55,15153
0.33,Ideal,E,IF,61.9,57.0,4.41,4.45,2.74,1129
0.7,Premium,F,VVS2,62.2,58.0,5.72,5.66,3.54,2975
0.63,Very Good,G,VS1,63.1,58.0,5.42,5.46,3.43,2157
0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,692
1.51,Premium,E,SI2,63.0,55.0,7.34,7.3,4.61,9302
0.72,Ideal,E,SI1,60.9,57.0,5.83,5.86,3.56,2416
1.03,Ideal,D,SI2,60.7,55.0,6.61,6.53,3.99,4839
0.35,Ideal,H,VVS2,59.2,56.0,4.65,4.6,2.74,906
1.0,Very Good,G,VS2,62.9,56.0,6.27,6.42,3.99,5702
0.51,Premium,G,VVS1,60.1,56.0,5.35,5.16,3.16,2111
1.03,Very Good,F,SI2,63.1,57.0,6.42,6.38,4.04,3668
0.95,Premium,G,SI2,59.7,61.0,6.35,6.27,3.77,3830
1.03,Premium,F,SI1,62.2,59.0,6.45,6.41,4.0,4942
0.42,Premium,E,SI1,62.8,59.0,4.78,4.74,2.99,992
0.7,Very Good,E,VS2,62.8,56.0,5.66,5.68,3.56,2992
0.31,Ideal,I,VVS1,62.0,54.0,4.37,4.4,2.72,557
0.33,Premium,G,VS1,61.3,58.0,4.42,4.46,2.72,666
0.52,Ideal,E,VS2,62.6,57.0,5.17,5.09,3.21,1815
0.74,Ideal,G,SI1,61.9,56.0,5.8,5.83,3.6,2654
0.23,Very Good,E,VVS2,60.2,57.0,3.99,4.05,2.42,465
0.33,Ideal,H,VS2,61.1,56.0,4.5,4.54,2.76,539
0.91,Very Good,E,VS1,61.8,60.0,6.17,6.2,3.82,5530
0.72,Ideal,F,SI2,61.7,55.0,5.77,5.81,3.57,2340
0.31,Ideal,E,VVS2,61.5,59.0,4.36,4.39,2.69,789
0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,1170
0.78,Good,G,SI2,57.9,63.0,6.05,6.0,3.49,1720
0.31,Good,D,SI1,63.7,54.0,4.35,4.31,2.76,732
0.7,Very Good,I,VVS2,63.3,55.0,5.67,5.61,3.57,2415
0.51,Ideal,D,VS2,62.7,55.0,5.09,5.12,3.2,1787
2.02,Premium,E,SI2,61.0,59.0,8.18,8.12,4.97,18117
0.5,Good,E,SI1,63.3,58.0,4.99,5.03,3.17,1316
0.53,Ideal,G,SI2,62.3,53.0,5.21,5.25,3.26,1113
1.21,Premium,I,SI1,61.7,56.0,6.87,6.82,4.22,6098
0.73,Premium,E,SI2,61.8,58.0,5.76,5.71,3.54,2278
1.46,Very Good,F,SI1,62.8,59.0,7.13,7.18,4.49,9770
0.72,Premium,E,VS1,61.5,60.0,5.79,5.75,3.55,2961
1.0,Good,E,SI2,61.5,64.0,6.29,6.22,3.85,4077
0.35,Ideal,E,VVS1,62.2,56.0,4.51,4.53,2.81,1044
1.0,Ideal,F,VS1,61.7,55.0,6.42,6.39,3.95,7056
0.9,Good,F,SI1,63.2,61.0,6.09,6.13,3.86,3950
0.26,Very Good,E,VVS1,61.4,55.0,4.12,4.16,2.54,532
0.33,Ideal,D,VS2,61.9,53.0,4.49,4.46,2.77,1002
1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,11003
0.45,Ideal,E,VVS2,61.9,56.0,4.95,4.91,3.05,1401
0.9,Very Good,H,VS2,62.7,59.0,6.1,6.15,3.84,4155
2.01,Premium,I,SI1,58.9,59.0,8.26,8.22,4.85,13755
1.03,Ideal,E,SI1,62.0,53.0,6.47,6.5,4.02,5608
1.51,Premium,G,VS2,61.3,58.0,7.39,7.33,4.51,16091
0.9,Very Good,J,VS2,63.1,57.0,6.12,6.06,3.84,2984
0.66,Good,F,VS2,61.5,60.8,5.55,5.6,3.43,2275
1.03,Very Good,G,VS2,62.2,57.0,6.43,6.46,4.01,6786
0.76,Ideal,E,SI1,61.5,56.0,5.89,5.91,3.63,3003
0.71,Very Good,E,SI1,59.3,59.0,5.83,5.87,3.47,2590
0.31,Ideal,G,IF,61.0,56.0,4.38,4.37,2.67,988
0.4,Premium,D,VS1,60.9,58.0,4.78,4.81,2.92,1123
0.33,Very Good,D,SI1,61.5,60.0,4.41,4.44,2.72,608
0.41,Ideal,D,SI1,60.5,57.0,4.81,4.85,2.92,744
0.53,Ideal,E,VVS2,61.8,55.0,5.16,5.19,3.2,2433
1.5,Good,I,SI2,58.5,60.0,7.41,7.5,4.36,6731
1.21,Ideal,H,SI1,60.7,57.0,6.85,6.89,4.17,7810
0.27,Ideal,I,VS2,62.1,56.0,4.14,4.18,2.58,534
0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,914
0.35,Ideal,E,VS2,62.1,56.0,4.52,4.53,2.81,767
0.4,Premium,E,VS2,60.7,60.0,4.75,4.7,2.87,975
1.25,Ideal,H,SI1,62.2,57.0,6.86,6.9,4.28,6661
1.01,Good,H,SI1,59.5,62.0,6.49,6.55,3.88,5197
0.23,Very Good,E,VVS2,62.3,55.0,3.9,3.93,2.44,505
0.73,Good,E,I1,56.9,60.0,5.98,5.93,3.39,1628
0.31,Premium,H,VS1,61.4,56.0,4.39,4.37,2.69,698
1.01,Premium,D,VVS1,59.3,59.0,6.56,6.53,3.88,11480
0.91,Fair,E,SI2,64.5,60.0,6.04,5.96,3.87,3119
0.41,Premium,E,VVS1,62.2,58.0,4.77,4.75,2.96,1431
0.33,Very Good,E,SI1,60.6,60.0,4.41,4.44,2.68,579
1.42,Ideal,H,SI2,62.2,56.0,7.21,7.16,4.47,7475
0.42,Very Good,F,SI1,60.6,58.0,4.81,4.89,2.94,753
0.4,Premium,E,VS2,61.9,59.0,4.75,4.72,2.93,975
0.38,Very Good,G,VS1,60.7,55.0,4.71,4.74,2.87,1031
0.31,Ideal,E,SI2,60.1,57.0,4.41,4.44,2.66,435
0.38,Premium,D,SI1,60.7,60.0,4.69,4.63,2.83,941
1.51,Premium,F,VS2,59.1,60.0,7.52,7.45,4.42,15253
0.32,Ideal,I,VS2,63.0,55.0,4.39,4.34,2.75,576
0.31,Good,F,SI1,63.1,57.0,4.28,4.31,2.71,516
0.57,Ideal,H,VS2,61.7,55.0,5.37,5.34,3.3,1725
1.08,Premium,G,VS1,63.0,59.0,6.56,6.5,4.11,7523
2.18,Premium,J,SI2,62.6,58.0,8.25,8.23,5.16,12970
1.39,Ideal,J,VS2,60.9,57.0,7.2,7.25,4.4,6831
0.31,Premium,G,SI1,62.6,58.0,4.34,4.29,2.7,593
1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,4541
1.01,Ideal,G,SI1,62.6,56.0,6.37,6.41,4.0,5698
0.3,Ideal,D,VS1,61.0,57.0,4.3,4.33,2.63,761
1.01,Premium,F,SI2,59.2,58.0,6.5,6.47,0.0,3837
0.41,Premium,G,SI1,62.5,58.0,4.75,4.78,2.98,719
1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,6968
0.71,Ideal,I,VVS2,60.2,56.0,5.84,5.89,3.53,2817
0.36,Very Good,E,SI1,63.1,58.0,4.54,4.49,2.85,810
0.7,Good,E,SI2,57.5,58.0,5.8,5.85,3.35,2229
0.78,Ideal,D,VS2,61.9,56.0,5.89,5.91,3.65,3811
1.01,Premium,H,VS2,61.3,59.0,6.44,6.48,3.96,4959
1.06,Very Good,E,SI2,62.1,56.0,6.52,6.59,4.07,4972
1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,5813
0.3,Ideal,D,VS2,62.5,57.0,4.25,4.29,2.67,710
3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,9823
0.32,Premium,G,VVS1,62.6,58.0,4.38,4.41,2.75,842
1.01,Ideal,G,IF,62.2,61.0,6.34,6.4,3.96,8957
1.07,Ideal,H,SI1,61.5,56.0,6.6,6.66,4.08,5065
0.3,Good,J,VS2,63.4,57.0,4.22,4.26,2.69,368
2.52,Premium,F,SI2,60.6,60.0,8.78,8.7,5.3,18179
0.51,Good,G,VVS2,63.1,58.0,5.07,5.11,3.21,1875
0.32,Very Good,G,SI2,63.0,56.0,4.32,4.35,2.73,421
0.97,Good,H,SI1,62.1,60.0,6.24,6.29,3.89,4020
0.62,Premium,E,VVS1,61.9,59.0,5.62,5.5,3.44,3073
1.92,Ideal,H,SI1,61.3,57.0,8.0,8.06,4.92,15472
2.32,Premium,F,SI2,62.5,59.0,8.51,8.44,5.3,16237
0.91,Ideal,J,VS2,61.9,58.0,6.18,6.22,3.84,3299
1.03,Ideal,D,IF,62.0,56.0,6.55,6.44,4.03,17590
1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,15992
1.19,Premium,G,VS2,58.9,61.0,6.88,6.81,4.03,7397
0.42,Premium,E,SI1,62.3,58.0,4.81,4.76,2.98,992
2.18,Very Good,I,SI2,58.9,60.0,8.51,8.55,5.02,15684
0.3,Very Good,E,SI1,62.9,57.0,4.25,4.3,2.69,526
1.51,Very Good,E,VS1,63.2,58.0,7.24,7.16,4.55,14904
0.33,Ideal,F,IF,61.8,56.0,4.42,4.46,2.74,978
0.51,Premium,E,SI1,61.8,58.0,5.11,5.15,3.17,1343
1.59,Ideal,I,SI2,61.6,57.0,7.56,7.51,4.64,7978
1.08,Ideal,F,SI2,61.3,55.0,6.59,6.62,4.05,5164
0.92,Good,I,SI1,63.3,58.0,6.14,6.18,3.9,3382
0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,1642
0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,743
0.56,Ideal,E,VS2,61.9,55.0,5.34,5.29,3.29,1915
0.31,Very Good,J,SI1,59.4,62.0,4.39,4.43,2.62,353
0.38,Ideal,G,SI1,62.4,57.0,4.62,4.65,2.89,666
1.0,Ideal,G,VVS1,61.9,57.0,6.43,6.39,3.97,8366
0.33,Ideal,E,VS2,61.8,55.0,4.48,4.45,2.76,928
0.5,Good,E,SI2,58.2,59.0,5.24,5.27,3.06,1098
1.16,Premium,H,SI1,60.2,59.0,6.84,6.77,4.1,5480
0.75,Ideal,J,SI2,60.8,57.0,5.91,5.87,3.58,1944
0.3,Ideal,E,VVS2,61.4,55.0,4.36,4.34,2.67,1125
0.4,Very Good,F,VVS2,60.5,57.0,4.76,4.79,2.89,982
0.93,Good,I,VS2,58.2,60.0,6.41,6.48,3.75,3946
0.7,Ideal,D,SI2,60.3,56.0,5.77,5.73,3.47,2423
1.02,Very Good,H,SI1,63.0,58.0,6.34,6.4,4.01,4617
2.48,Ideal,I,SI2,62.3,57.0,8.64,8.58,5.36,12883
1.52,Very Good,H,SI1,62.5,59.0,7.26,7.37,4.57,9973
0.99,Very Good,J,SI1,60.3,57.0,6.44,6.49,3.9,4002
1.01,Very Good,I,SI2,63.7,56.0,6.33,6.38,4.05,4047
0.91,Good,E,SI2,64.3,57.0,6.0,6.04,3.87,3632
0.41,Premium,G,VS2,59.8,58.0,4.84,4.8,2.88,1061
0.5,Ideal,H,VVS1,61.9,54.0,5.13,5.14,3.18,1648
0.4,Ideal,H,SI1,62.6,52.0,4.73,4.76,2.97,705
1.0,Premium,G,VVS2,62.8,57.0,6.38,6.29,3.98,6209
0.9,Premium,F,SI1,61.6,60.0,6.19,6.14,3.8,3992
1.0,Ideal,E,VS2,61.3,58.0,6.41,6.44,3.94,7370
0.56,Premium,E,VS2,61.1,59.0,5.27,5.34,3.24,1552
0.42,Premium,F,SI1,60.6,61.0,4.87,4.83,2.94,926
0.3,Ideal,F,VS2,61.9,54.0,4.29,4.33,2.67,573
0.81,Premium,D,SI2,61.7,58.0,5.97,5.93,3.67,2994
0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,2703
1.21,Premium,I,VS2,61.6,61.0,6.86,6.8,4.21,4669
1.11,Premium,H,SI2,61.5,59.0,6.67,6.63,4.09,4662
1.7,Premium,F,SI2,61.8,60.0,7.64,7.56,4.7,10377
0.38,Ideal,F,VS2,61.9,55.0,4.68,4.64,2.89,969
1.05,Good,H,VS2,63.7,58.0,6.4,6.45,4.09,5492
0.34,Premium,H,VS2,61.1,58.0,4.5,4.47,2.74,689
0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,1032
0.56,Ideal,I,VVS1,62.0,57.0,5.33,5.29,3.29,1698
0.43,Ideal,G,VVS1,61.4,55.0,4.86,4.91,3.0,1207
0.73,Ideal,H,VS2,61.4,55.0,5.79,5.82,3.56,3164
0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01,789
0.41,Premium,G,VS1,61.9,60.0,4.76,4.7,2.93,961
0.31,Ideal,G,VS1,61.0,55.0,4.39,4.43,2.69,625
0.35,Ideal,I,SI1,62.2,54.0,4.52,4.55,2.82,491
0.72,Ideal,D,SI1,61.5,56.5,5.76,5.79,3.55,3062
0.41,Ideal,E,VS1,60.9,57.0,4.76,4.79,2.91,1079
0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,800
0.44,Ideal,G,VS2,62.0,55.0,4.89,4.91,3.04,869
0.44,Ideal,H,SI1,61.9,57.0,4.92,4.9,3.04,941
0.35,Premium,H,VVS1,62.1,58.0,4.46,4.52,2.79,798
0.97,Very Good,I,SI2,63.4,58.0,6.34,6.2,3.98,2567
0.31,Ideal,I,VS2,61.4,55.0,4.35,4.41,2.69,452
0.32,Premium,H,VVS1,61.5,59.0,4.37,4.41,2.7,730
1.51,Very Good,G,SI1,59.6,60.0,7.43,7.47,4.44,11029
0.51,Premium,G,VS1,62.1,58.0,5.12,5.09,3.17,1662
1.37,Ideal,G,IF,62.3,54.0,7.11,7.15,4.43,13439
0.4,Ideal,H,SI1,62.0,56.0,4.68,4.74,2.92,666
0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,610
0.9,Very Good,D,SI1,62.1,60.0,6.14,6.2,3.83,3880
0.9,Ideal,G,SI2,61.2,57.0,6.24,6.28,3.83,3521
0.33,Premium,H,VS1,61.0,59.0,4.45,4.5,2.73,579
1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,9581
1.29,Premium,I,SI1,62.1,58.0,7.07,6.91,4.34,6140
1.21,Premium,H,VS2,59.3,60.0,6.99,6.93,4.13,6974
1.0,Premium,F,SI2,61.5,58.0,6.38,6.41,3.93,4255
0.34,Ideal,G,IF,61.4,56.0,4.5,4.53,2.77,974
0.52,Ideal,F,VVS1,62.3,56.0,5.14,5.16,3.21,2333
1.24,Premium,I,SI1,58.9,59.0,7.08,7.02,4.15,5972
0.38,Ideal,D,VS1,61.0,57.0,4.66,4.69,2.85,955
0.37,Premium,F,SI1,60.3,58.0,4.62,4.66,2.8,616
1.21,Ideal,F,VS2,62.6,55.0,6.8,6.75,4.24,7826
0.56,Ideal,G,VVS2,62.5,56.0,5.24,5.28,3.29,1889
0.94,Good,D,SI2,57.9,61.0,6.48,6.43,3.74,3125
0.36,Ideal,E,VS1,62.0,54.2,4.55,4.58,2.83,863
0.3,Premium,H,VS2,62.5,58.0,4.28,4.26,2.67,608
1.01,Ideal,E,SI2,62.2,54.0,6.43,6.39,3.99,4751
1.5,Very Good,H,VVS1,63.8,57.0,7.17,7.21,4.59,11654
0.33,Ideal,F,VS2,61.2,54.0,4.47,4.49,2.74,666
0.51,Ideal,E,VS2,61.7,54.0,5.18,5.13,3.18,1781
0.72,Ideal,E,VVS2,61.7,55.0,5.76,5.78,3.56,4927
0.36,Premium,E,SI1,62.2,59.0,4.53,4.57,2.83,589
0.71,Very Good,F,SI2,59.0,58.0,5.84,5.89,3.46,2098
0.83,Ideal,G,SI1,61.8,57.0,6.03,6.07,3.74,2800
0.41,Very Good,H,VS1,62.8,59.0,4.73,4.64,2.94,827
0.49,Fair,E,VVS2,65.5,58.0,4.91,4.86,3.2,1705
0.82,Premium,F,SI1,62.4,56.0,6.01,5.98,3.74,2962
0.31,Good,H,VVS2,63.6,56.0,4.33,4.28,2.74,802
0.66,Ideal,H,SI1,61.6,55.0,5.63,5.66,3.48,1936
0.31,Very Good,F,SI1,62.9,57.0,4.31,4.34,2.72,516
0.32,Ideal,D,VS2,62.0,55.0,4.37,4.41,2.72,758
0.4,Ideal,E,VS1,61.1,57.0,4.75,4.78,2.97,1291
1.02,Fair,E,VS2,66.6,57.0,6.09,6.14,4.07,5350
1.06,Ideal,H,VS2,62.4,57.0,6.54,6.48,4.06,4416
0.29,Ideal,E,VS1,60.6,55.0,4.33,4.35,2.63,619
0.4,Premium,D,SI2,63.0,59.0,4.69,4.64,2.94,798
0.54,Good,G,VS2,63.2,55.0,5.15,5.2,3.27,1422
0.38,Ideal,G,VS2,61.5,54.4,4.65,4.7,2.88,768
1.51,Fair,I,VS2,64.6,58.0,7.19,7.15,4.63,8287
1.03,Very Good,G,SI1,63.1,58.0,6.41,6.37,4.03,4903
0.3,Good,E,SI1,63.7,58.0,4.27,4.24,2.71,675
1.62,Ideal,I,SI2,62.2,57.0,7.51,7.57,4.69,8220
0.8,Very Good,G,SI2,62.0,55.0,5.94,6.01,3.7,2915
1.33,Ideal,H,SI1,60.1,57.0,7.14,7.2,4.31,7742
0.31,Good,D,SI2,63.6,54.0,4.31,4.34,2.75,462
1.03,Premium,J,SI2,62.0,58.0,6.47,6.52,4.03,3378
0.53,Ideal,G,VS1,61.7,55.0,5.22,5.18,3.21,1727
0.72,Very Good,E,SI1,62.6,59.0,5.66,5.71,3.56,2474
0.32,Very Good,D,SI2,62.8,57.0,4.35,4.38,2.74,477
0.26,Premium,E,VS1,60.1,60.0,4.15,4.1,2.48,580
0.72,Very Good,J,SI1,62.7,56.0,5.66,5.72,3.57,1666
1.0,Ideal,F,SI1,60.0,57.0,6.45,6.41,3.86,4939
0.55,Premium,F,SI1,61.9,59.0,5.29,5.24,3.26,1617
0.7,Ideal,H,VS2,62.8,55.0,5.67,5.63,3.55,2607
1.08,Premium,H,SI2,61.2,58.0,6.62,6.58,4.04,4717
0.71,Very Good,E,SI2,58.4,63.0,5.85,5.8,3.4,2343
0.3,Very Good,F,VS2,62.8,58.0,4.24,4.29,2.68,605
1.52,Very Good,I,SI2,59.8,62.0,7.41,7.47,4.45,7866
0.46,Good,E,VS2,60.9,62.0,4.93,4.96,3.01,1267
0.47,Very Good,E,VS1,61.8,58.0,4.97,5.03,3.09,1566
0.7,Ideal,E,SI1,61.1,56.0,5.76,5.79,3.53,2728
1.83,Ideal,H,SI1,61.5,56.0,7.87,7.81,4.82,15032
0.31,Ideal,D,VS2,60.2,56.0,4.46,4.41,2.67,804
0.62,Ideal,F,VS1,61.9,55.0,5.46,5.19,3.39,2344
0.4,Ideal,F,VVS2,62.0,56.0,4.76,4.73,2.94,1085
1.01,Very Good,E,VS2,60.6,59.0,6.43,6.47,3.91,7195
0.31,Ideal,G,IF,61.1,57.0,4.38,4.42,2.68,871
0.61,Ideal,H,VVS1,60.3,56.0,5.52,5.55,3.34,2237
0.32,Premium,H,SI1,63.0,59.0,4.37,4.33,2.74,591
0.33,Premium,I,VS2,60.6,58.0,4.44,4.47,2.7,463
0.43,Ideal,G,VS1,61.3,57.0,4.85,4.88,2.98,943
